ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,New Freedom,"$768,246","$0,000","$192,062","$0,000","$960,308","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2009,New Freedom,"$924,885","$0,000","$231,221","$0,000","$1,156,106","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2010,New Freedom,"$1,086,385","$0,000","$271,596","$0,000","$1,357,981","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2011,New Freedom,"$962,251","$0,000","$240,563","$0,000","$1,202,814","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,New Freedom,"$981,496","$0,000","$245,374","$0,000","$1,226,870","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,New Freedom,"$1,001,126","$0,000","$250,282","$0,000","$1,251,408","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,New Freedom,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,New Freedom,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,New Freedom,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
AR-5317,NEW FREEDOM SECTION 5317 TRANSIT PROGRAM - REGIONAL LUMP SUM FOR PLANNING RELATED TO JOB CONNECTIONS FOR DISABLED PEOPLE,Regional,2020,TBD,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,New Freedom,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$9,724,389","$0,000","$2,431,098","$0,000","$12,155,487"
