ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,Enhanced Mobility of Seniors and Individuals with Disabilities,"$723,658","$0,000","$180,915","$0,000","$904,573","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2009,Enhanced Mobility of Seniors and Individuals with Disabilities,"$738,131","$0,000","$184,533","$0,000","$922,664","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2010,Enhanced Mobility of Seniors and Individuals with Disabilities,"$752,894","$0,000","$188,224","$0,000","$941,118","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2011,Enhanced Mobility of Seniors and Individuals with Disabilities,"$767,952","$0,000","$191,988","$0,000","$959,940","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,Enhanced Mobility of Seniors and Individuals with Disabilities,"$783,311","$0,000","$195,828","$0,000","$979,139","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,Enhanced Mobility of Seniors and Individuals with Disabilities,"$798,977","$0,000","$199,744","$0,000","$998,721","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Enhanced Mobility of Seniors and Individuals with Disabilities,"$800,000","$0,000","$200,000","$0,000","$1,000,000","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Enhanced Mobility of Seniors and Individuals with Disabilities,"$800,000","$0,000","$200,000","$0,000","$1,000,000","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Enhanced Mobility of Seniors and Individuals with Disabilities,"$800,000","$0,000","$200,000","$0,000","$1,000,000","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
AR-5310,TRANSIT FOR ELDERLY AND PERSONS WITH DISABILITIES - REGIONAL LUMP SUM,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Programmed,Transit / Formula Lump Sum,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Enhanced Mobility of Seniors and Individuals with Disabilities,"$800,000","$0,000","$200,000","$0,000","$1,000,000","$7,764,923","$0,000","$1,941,232","$0,000","$9,706,155"
