ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-001-2014,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2014,Regional,2015,ARC,N/A,N/A,N/A,0010460,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2014,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-001-2015,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2015,Regional,2020,ARC,N/A,N/A,N/A,0010461,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2015,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-001-2016,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2016,Regional,2020,ARC,N/A,N/A,N/A,0010462,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2016,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-001-2017,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2017,Regional,2020,ARC,N/A,N/A,N/A,0010463,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2017,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-002-2013,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2013,Regional,2015,ARC,N/A,N/A,N/A,TBD,,Completed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2013,STP - Urban (>200K) (ARC) ,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-002-2014,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2014,Regional,2015,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC) ,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-002-2015,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2015,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC) ,"$1,748,000","$0,000","$437,000","$0,000","$2,185,000","$1,748,000","$0,000","$437,000","$0,000","$2,185,000"
AR-002-2016,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2016,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Urban (>200K) (ARC) ,"$5,766,629","$0,000","$1,441,657","$0,000","$7,208,286","$5,766,629","$0,000","$1,441,657","$0,000","$7,208,286"
AR-002-2017,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2017,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Urban (>200K) (ARC) ,"$13,312,200","$0,000","$3,328,050","$0,000","$16,640,250","$13,312,200","$0,000","$3,328,050","$0,000","$16,640,250"
AR-004-2014,COUNTY COMPREHENSIVE TRANSPORTATION PLAN (CTP) ASSISTANCE PROGRAM - FY 2014,Regional,2015,ARC,N/A,N/A,N/A,0010464,,Programmed,Other / Planning,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2014,STP - Urban (>200K) (ARC) ,"$2,750,000","$0,000","$687,500","$0,000","$3,437,500","$2,750,000","$0,000","$687,500","$0,000","$3,437,500"
AR-004-2015,COUNTY COMPREHENSIVE TRANSPORTATION PLAN (CTP) ASSISTANCE PROGRAM - FY 2015,Regional,2020,ARC,N/A,N/A,N/A,0010465,,Programmed,Other / Planning,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2015,STP - Urban (>200K) (ARC) ,"$500,000","$0,000","$125,000","$0,000","$625,000","$500,000","$0,000","$125,000","$0,000","$625,000"
AR-004-2016,COUNTY COMPREHENSIVE TRANSPORTATION PLAN (CTP) ASSISTANCE PROGRAM - FY 2016,Regional,2020,ARC,N/A,N/A,N/A,0010466,,Programmed,Other / Planning,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2016,STP - Urban (>200K) (ARC) ,"$1,750,000","$0,000","$437,500","$0,000","$2,187,500","$1,750,000","$0,000","$437,500","$0,000","$2,187,500"
