ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-001-2015,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2015,Regional,2020,ARC,N/A,N/A,N/A,0010461,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2015,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-001-2016,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2016,Regional,2020,ARC,N/A,N/A,N/A,0010462,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2016,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-001-2017,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2017,Regional,2020,ARC,N/A,N/A,N/A,0010463,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2017,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-001-2018,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2018,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2018,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-001-2019,LIVABLE CENTERS INITIATIVE (LCI) PLANNING PROGRAM - FY 2019,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2019,STP - Urban (>200K) (ARC) ,"$1,000,000","$0,000","$250,000","$0,000","$1,250,000","$1,000,000","$0,000","$250,000","$0,000","$1,250,000"
AR-002-2014,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2014,Regional,2015,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC) ,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-002-2015,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2015,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC) ,"$1,600,000","$0,000","$400,000","$0,000","$2,000,000","$1,600,000","$0,000","$400,000","$0,000","$2,000,000"
AR-002-2016,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2016,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Urban (>200K) (ARC) ,"$1,600,000","$0,000","$400,000","$0,000","$2,000,000","$1,600,000","$0,000","$400,000","$0,000","$2,000,000"
AR-002-2017,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2017,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Urban (>200K) (ARC) ,"$3,600,000","$0,000","$900,000","$0,000","$4,500,000","$3,600,000","$0,000","$900,000","$0,000","$4,500,000"
AR-002-2018,LIVABLE CENTERS INITATIVE (LCI) IMPLEMENTATION PROGRAM - FY 2018,Regional,2020,ARC,N/A,N/A,N/A,TBD,,Programmed,Other / LCI Program,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2018,STP - Urban (>200K) (ARC) ,"$3,600,000","$0,000","$900,000","$0,000","$4,500,000","$3,600,000","$0,000","$900,000","$0,000","$4,500,000"
